"provider_name","provider_addloc","notes","notes_es","email","web_link","address","city","state","zip","lat","lon","last_update","updated_by","status","med_testing","med_primary_care","med_pediatrics","med_senior","med_women","med_urgent_care","med_dental","med_vision","med_pharmacy","med_mental_health","med_hotline","med_addiction","med_domestic_violence","legal_housing","legal_worker_protection","legal_healthcare","legal_immigration","legal_criminal","legal_domviolence","legal_contracts","legal_protester_defense","fin_grocery","fin_housing","fin_legal","fin_medical","fin_utilities","dv_medical","dv_mental_health","dv_housing","dv_legal","dv_crisis","dv_referrals","SNAP","WIC","public","children","homeless","uninsured","residents","immigrants","low_income","women","disabled","native_american","seniors","accepts_medical","discount_medical","must_show_id","free","sliding_scale","financial_assistance","contact","temp_closed","delivery","curbside_pickup","drive_thru","in_person","telehealth","telelegal","call_in_advance","alameda","san_francisco","contra_costa","santa_clara","san_mateo","solano","sonoma","napa","santa_cruz","san_benito","sacramento","farmers_market","meal_student","free_groceries","bob","mon","tues","wed","thr","fri","sat","sun","resource"
"Inmigrante Informado","","DACA updates during the coronavirus crisis, including information from the Supreme Court, DACA renewal clinics, unemployment eligibility for DACA recipients, and other information.","Inmigrante Informado recopila recursos en español para la comunidad inmigrante e indocumentada en los Estados Unidos.","","https://www.informedimmigrant.com/guides/coronavirus/","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Dahl Elementary","","Anyone under the age of 18 can get free meals at any of our FMSD serving sites on Monday, Wednesday and Friday. Meals include, Breakfast for the next day, Lunch and Supper. ","Cualquiera menor de 18 años de edad puede recibir comidas gratis en cualquiera de nuestros sitios. Se ofrece desayuno, almuerzo y cena.","","https://fmsd.edlioschool.com/apps/pages/grabngomeals","3200 Water Street","San Jose","CA",95111,37.2888205,-121.8398466,"2020-09-18","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"8:00 AM - 1:00 PM","","8:00 AM - 1:00 PM","","8:00 AM - 1:00 PM","","","meal"
"Mills High School","","Meals will be provided at no cost to all children through 18. Children must be present in order for meals to be provided.","Las comidas se proporcionarán gratis a todos los niños hasta los 18 años. Los niños deben estar presentes para recibir las comidas.","","https://www.millbraeschooldistrict.org/News/servelunch","400 Murchison Drive","Millbrae","CA",94030,37.6004,-122.402,"2020-09-18","Emily",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"","","","","","","","meal"
"Cultura y Bienestar","","Provides mental health support groups, presentations and workshops, support groups, workshops, health benefit enrollment. Staff are bilingual in Spanish/English. During COVID-19, all mental health services will be done via telephone. Please call to connect. COVID-19 testing if you show symptoms, have been exposed to COVID-19 or if your work requires it.","Programas de prevención de salud mental e intervención temprana que brindan alcance, educación y consulta a la comunidad latina y a aquellos que sirven a los latinos en el condado de Alameda. Ofrece presentaciones y talleres, grupos de apoyo, talleres. El personal es bilingüe en español / inglés. Durante COVID-19, todo servicio de salud mental se hará por telefono. Por favor llame para conectarse.","","https://laclinica.org/location/cultura-y-bienestar/","1415 Fruitvale Ave Oakland","NA","CA",94601,37.7783557,-122.2256464,"2020-08-05","MM",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"(510) 535-8000",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","","","mental_health"
"Oyo Pleasanton","","Instagram: @oyopleasanton.","","","https://oyopleasanton.com","680 Main St","NA","CA",94566,37.6626452,-121.8745171,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"12:00 PM -  8:00 pm","12:00 PM -  8:00 pm","12:00 PM -  8:00 pm","12:00 PM -  8:00 pm","12:00 PM -  8:00 pm","12:00 PM -  8:00 pm","12:00 PM -  8:00 pm","restaurant"
"Cafe Romanat","","Instagram: @caferomanat.","","","https://www.caferomanat.com","462 Santa Clara Ave","NA","CA",94610,37.8120675,-122.2482051,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
"California Employment Development Department (EDD)","","Describes how one goes about certifying (biweekly, as required) that one is still eligible for unemployment insurance benefits.","","","https://www.edd.ca.gov/about_edd/coronavirus-2019/workers.htm","","","","","","","2020-06-06","CP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"American Bar Association","","","","","https://www.americanbar.org/groups/law_aging/publications/bifocal/vol_38/issue-6--august-2017-/understanding-resources-in-the-supplemental-security-income--ssi/","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Catholic Charities East Bay","","Free hot meals every weekday","Comidas calientes gratis todos los días de la semana","info@loavesfishes.cc.org","https://www.svdp-cc.org/programs-dining-room/","2210 Gladstone Drive Pittsburg","NA","CA",94565,"","","2020-06-05","JP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(925) 439-5060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9:00 AM - 2:00 PM","9:00 AM - 2:00 PM","9:00 AM - 2:00 PM","9:00 AM - 2:00 PM","9:00 AM - 2:00 PM","9:00 AM - 2:00 PM","","meal"
"Beach Flats Community Center","","They are serving a packed lunch and breakfast to all children from age 1 to 18. If you drive up, staff will hand you bagged meals through your car window. Families may also walk to the sites.","Estamos sirviendo un almuerzo y desayuno para llevar a todos los niños de 1 a 18 años. Si conduce, el personal le entregará las comidas empaquetadas a través de la ventanilla del automóvil. Las familias también pueden caminar a los sitios.","ahedrick-farr@sccs.santacruz.k12.ca.us","https://surfcitycafes.com/","133 Leibrandt Avenue","Santa Cruz","CA",95060,36.9652305,-122.0161143,"2020-09-23","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(831) 429-3445",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","11:00 am - 12:30 pm","","","11:00 am - 12:30 pm","","","meal"
"National Network to End Domestic Violence","","","Información sobre cómo prepararse para una comparecencia ante el tribunal e incluye información específica de los tribunales durante COVID-19","","https://www.womenslaw.org/laws/preparing-for-court-yourself","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Valley Health Center Sunnyvale","","In-person and telehealth services offered: primary care, OB/GYN, pediatrics, dental care, social services, WIC, behavioral health, financial counselor, pharmacy, imaging, laboratory. Hours vary depending on service. Accepts most insurance plans, including MediCal. Low-income and uninsured patients who live in Santa Clara County can apply for Financial Assistance by calling (866) 967-4677. Languages spoken: translation offered in most languages.","Servicios en persona y de telesalud ofrecidos: atención de urgencia, atención primaria, pediatría, obstetricia / ginecología, atención de la vista, control de enfermedades, atención de maternidad, atención dental, asesoramiento financiero, farmacia, imagenología, laboratorio. Los horarios varían según el servicio. Acepta la mayoría de los planes de seguro, incluido MediCal. Los pacientes de bajos ingresos y sin seguro que viven en el condado de Santa Clara pueden solicitar asistencia financiera llamando al (866) 967-4677. Idiomas hablados: traducción ofrecida en la mayoría de los idiomas.","","https://www.scvmc.org/clinics-and-locations/Sunnyvale/Pages/overview.aspx","660 S Fair Oaks Ave Sunnyvale","NA","CA",94086,"","","2020-07-24","KM",1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"(888) 334-1000",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","","","mental_health"
"Center for Employment Training (CET)- Immigration Services","","Offers immigration, citizenship, and ESL assistance, along with information on citizenship/immigration and risks of applying when one is not eligible. Areas of assistance include: Adjustment of Status, Consular Processing, Employment authorization, Family-based petitions, CARA, Naturalization/Citizenship, Temporary Protected Status (TPS), U visas, Violence Against Women Act (VAWA) petitions, Deferred Action for Childhood Arrivals (DACA). Services are currently only available by phone.","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Anthony's Cookies","","Instagram: @anthonyscookies.","","","http://anthonyscookies.com","2575 San Pablo Ave","NA","CA",94702,37.8599395,-122.2887843,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
"Bread and Butter Catering","","Instagram: @chef.fred.presents.","","","","2137 Lombard St #1 San Francisco","NA","CA",94123,37.7995287,-122.4366603,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","","","restaurant"
"Creekside Elementary","","The Nutrition Department of the Alisal Union School District is excited to announce that we're once again able to serve meals to all children ages 1-18. Children don't need to be present. Parents/guardians can get up to five meals without having to provide their children's information. If you need more than five meals, we will conduct a one-time verification. We serve meals at all schools from 12 to 2 pm (Alisal, Bardin, Creekside, Chávez, Frank Paul, Fremont, MLK, Loya, VRB, Sánchez, Steinbeck, Monte Bella) on Tuesdays and Thursdays","El Departamento de Nutrición del Distrito Alisal servirá las comidas a todos los niños de 1 a 18 años. Los niños no necesitan estar presentes. Los padres / tutores pueden obtener hasta cinco comidas sin tener que proporcionar la información de sus hijos. Si necesita más de cinco comidas, será dada una sola vez. Servimos comidas en todas las escuelas de 12 a 2 pm (Alisal, Bardin, Creekside, Chávez, Frank Paul, Fremont, MLK, Loya, VRB, Sánchez, Steinbeck, Monte Bella) los martes y jueves.
","jhull@montereycoe.org","https://www.alisal.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=22&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=3398&PageID=1","1770 Kittery St","Salinas","CA",93906,36.704354,-121.6116346,"2020-09-26","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(831) 753-5776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","10:30 - 11:30","","10:30 - 11:30","","","","meal"
"Cupertino MS","","Families will be able to pick up meals for the week for any child 18 and under at the following Cupertino Union Schools: Cupertino Middle School, Hyde Middle School, Eisenhower Elementary, and Meyerholz Elementary. Cupertino Union enrolled families should fill out a family meal pass.","Las familias podrán recoger las comidas para la semana para cualquier niño de 18 años o menos en las siguientes escuelas de Cupertino Union: Cupertino Middle School, Hyde Middle School, Eisenhower Elementary y Meyerholz Elementary. Las familias inscritas en Cupertino Union deben completar un pase familiar.","","https://cusdk8nutrition.com/","1650 S. Bernardo Ave","Sunnyvale","CA",95014,37.3400759,-122.0581035,"2020-09-24","AF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","","10:00 AM - 12:00 PM","","","","","meal"
"Boynton High","","Drive through Grab N' Go meals for any children 18 and younger. Delivery services available for enrolled students, who can sign up. ","Comidas para llevar para los niños de 18 años o menos. También entregamos las comidas a los estudiantes matriculados que se inscriben.","","https://www.cuhsd.org/apps/pages/food_services","901 Boynton Avenue","San Jose","CA",95117,37.310173,-121.966056,"2020-09-24","AF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"12:15 PM - 12:45 PM","12:15 PM - 12:45 PM","12:15 PM - 12:45 PM","12:15 PM - 12:45 PM","12:15 PM - 12:45 PM","","","meal"
"Alameda Point Collaborative","","All youth can receive these free meals; no ID needed. Children do not need to be present for adults to pick up food.","Todos los jóvenes pueden recibir estas comidas gratuitas; no se necesita identificación. No es necesario que los niños estén presentes para que los adultos recojan la comida.","pscuderi@alamedaunified.org","https://www.alameda.k12.ca.us/","677 W. Ranger Ave","Alameda","CA",94607,37.7846859,-122.2991632,"2020-09-26","Charlie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(510) 337-7079",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","","","","","","","meal"
"East Bay Community Law Center: Employment Services","","Provides free legal aid to support low-income workers, including employment denial due to criminal records, as well as support for consumer protection.","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Veritas Elementary","","Serving free meals to any child between ages 2-18. No student ID card required. ","Servimos comidas gratis a cualquier niño entre las edades de 2 y 18. No se requiere identificación. ","","https://www.mantecausd.net/cms/lib/CA50000459/Centricity/Domain/4/NE%20Flyer.pdf","1600 Pagola Ave.","Manteca","CA",95337,37.7744779,-121.230803,"2020-09-29","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(209) 825-3200",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","","","meal"
"Chronicle Season of Sharing Fund","","Eligibility: low-to-moderate income families with dependent children, seniors who are age 55 and older, disabled individuals, veterans, pregnant women in their 2nd or 3rd trimester, victims of domestic violence, transitioning emancipated foster youth between 18 and 24","Elegibilidad: familias de ingresos bajos a moderados con hijos dependientes, adultos mayores de 55 años o más, personas discapacitadas, veteranos, mujeres embarazadas en su segundo o tercer trimestre, víctimas de violencia doméstica, jóvenes en transición emancipados entre 18 y 24 años.","","https://seasonofsharing.org/for-those-in-need/","call number","NA","CA","","","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"211",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","cash_assistance"
"Gardner Health Center","","In-person and telehealth services offered: primary care, pediatrics, womens health, chirocpractic, nutrition education, health insurance enrollment. Accepts MediCal. For uninsured patients, offers affordable medical services on a sliding fee scale (your ability to pay is based on your income). Languages spoken: English, Spanish, offers translation in many languages. Patients can receive medical advice from the on-call doctor when the health center is closed by calling (408) 935-3900.","Servicios en persona y de telesalud ofrecidos: atención primaria, pediatría, salud de la mujer, quiropráctica, educación nutricional, inscripción en seguros de salud. Aceptamos MediCal. Para pacientes sin seguro, ofrecemos servicios médicos asequibles en una escala de tarifas móvil (su capacidad de pago se basa en sus ingresos). Idiomas hablados: inglés, español, ofrece traducción en muchos idiomas. Los pacientes pueden recibir asesoramiento médico del médico de guardia cuando el centro de salud está cerrado llamando al (408) 935-3900.","info@ghn.org","https://gardnerhealthservices.org/","195 East Virginia St San Jose","NA","CA",95112,37.3261033,-121.8778398,"2020-08-04","KB",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"(408) 457-7100",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","","health"
"Del Rey Elementary","","","","jhull@montereycoe.org","","502 King Street","King City","CA",93930,36.2154302,-121.1351512,"2020-09-23","Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"8:00 AM - 10:00 AM","8:00 AM - 10:00 AM","8:00 AM - 10:00 AM","8:00 AM - 10:00 AM","8:00 AM - 10:00 AM","","","meal"
"Next Door Solutions","","Walk-in and 24/7 hotline crisis support. Emergency shelter and long-term housing support, legal help, and support groups. Walk-in hours are 9am-5pm Monday-Friday please call in advance.","","","https://www.nextdoorsolutions.org/","234 E. Gish Road Suite 200 San Jose","NA","CA",95112,37.3640675,-121.905179,"2020-07-13","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(408) 279-2962",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","dv_resources"
"Sugar Spot","","Instagram: @kenyattaaarif.","","","","2295 Broadway","NA","CA",94612,37.8119872,-122.266663,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
"DH White Elementary","","River Delta Unified School District, Nutrition Services Program will provide meals for families to
walk-up or drive through to pick up meals for their children at the school sites listed below.
Children do not have to be present in order for meals to be provided.","El Programa de Servicios de Nutrición del Distrito Escolar Unificado de River Delta ofrecerá comidas para recoger  en los sitios escolares.
No es necesario que los niños estén presentes para que reciben las comidas.","","https://rdusd-ca.schoolloop.com/file/1516177873191/1480994164271/3863660347328211854.pdf","500 Elm Way","Rio Vista","CA",94571,38.1654721,-121.6946774,"2020-09-25","Angie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","","","meal"
"Garden Alameda Neighborhood Health Clinic","","In-person and telehealth services offered: pediatrics, urgent care, immunizations, checkups & screening, prescriptions, disease management, mental health care, specialty care referral, reproductive health, health education, health insurance enrollment. For uninsured patients, operates on a sliding fee scale (what you pay depends on your income). Languages spoken: English, Spanish.","Servicios en persona y de telesalud ofrecidos: pediatría, atención urgente, inmunizaciones, chequeos y exámenes de detección, recetas, manejo de enfermedades, atención de salud mental, derivación a atención especializada, salud reproductiva, educación para la salud, inscripción en seguros de salud. Idiomas hablados: inglés, español.","info@schoolhealthclinics.org","http://www.schoolhealthclinics.org/","855 Lenzen Ave #105 San Jose","NA","CA",95126,"","","2020-07-22","KB",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"(408) 535-4729",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","mental_health"
"Ephesians COGIC","","All WCCUSD students 18 years and younger can receive the full week of meals at no charge on Tuesdays and Thursdays. ","Todos los estudiantes de WCCUSD  de 18 años de edad y menores pueden recibir comidas GRATIS para la semana entera. Las recogidas son los Martes y Jueves. 

","Matthew.Duffy@wccusd.net","http://www.schoolnutritionandfitness.com/index.php?sid=1481576684998","2887 Foothill Ave.","Richmond","CA",94804,37.9227789,-122.3423964,"2020-09-23","Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(510) 307-4580",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","8:00 AM - 1:00 PM","","8:00 AM - 1:00 PM","","","","meal"
"Lawyers' Committee for Civil Rights: Bail Clinic","","Their monthly clinics match clients with bail bonds issues with pro bono advocates. For families struggling to make ends meet, this advocacy has helped families struggling with bail bonds debt, so that they can be free from this burden. To request legal help fill out the online form.","Las clínicas mensuales emparejan a clientes con problemas de fianzas con defensores pro bono. Para las familias que luchan para llegar a fin de mes, esta defensa ha ayudado a las familias que luchan con la deuda de fianzas, para que puedan liberarse de esta carga. Para solicitar ayuda legal, complete el formulario en línea.","bailclinic@lccrsf.org","https://www.lccr.com/programs/racial-justice/bail-clinic/","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(415) 543-9444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Lawyers' Committee for Civil Rights: Educational Equity","","","","education@lccr.com","https://lccr.com/get-help/community-legal-services-educational-equity/","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(415) 543-9445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Coyote Creek Elementary School","","Any parent with children 18 years old and under can pick up a breakfast & lunch meal at our designated meal locations for free beginning Tuesday, Sept.1st.  

Parents will not have to place a pre-order for meals.

Vegetarian and Non-Vegetarian options will be available

Parents unable to pick up student meals should contact Child Nutrition for accommodations.  ","Cualquier padre con hijos de 18 años o menos puede recoger un desayuno y almuerzo. 

Los padres no tendrán que hacer un pedido anticipado de comidas.

Tenemos opciones vegetarianas y no vegetarianas. 

Los padres que no puedan recoger las comidas de los estudiantes deben comunicarse con Child Nutrition para solicitar otras opciones. ","","https://www.srvusd.net/pf4/cms2/view_page?d=x&group_id=1531973258656&vdid=i20b2k99eacx","8700 N Gale Ridge Rd","San Ramon","CA",94582,"","","2020-09-23","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(925) 824-1806",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"10:00 AM - 1:00 PM","","10:00 AM - 1:00 PM","","","","","meal"
"Everett Alvarez HS","","Meals will be distributed to all children ages 1-18. Parents/guardians can pick up meals without children being present.","Las comidas se distribuirán a todos los niños de 1 a 18 años. Los padres / tutores pueden recoger las comidas sin que los niños estén presentes.","jhull@montereycoe.org","https://www.salinasuhsd.org/Page/2124","1900 Independence Blvd","Salinas","CA",93906,36.712132,-121.618425,"2020-09-29","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"12:00 PM - 3:00 PM","12:00 PM - 3:00 PM","12:00 PM - 3:00 PM","12:00 PM - 3:00 PM","12:00 PM - 3:00 PM","","","meal"
